"";"ID";"Exact.age";"Age..BNC1994.groups.";"Age.range";"Gender";"Nationality";"Place.of.birth";"Country.of.birth";"First.language";"Linguistic.origin";"Accent.dialect.as.reported";"City.town.living";"Country.living";"Duration.living..years.";"Dialect.at.Level.1";"Dialect.at.Level.2";"Dialect.at.Level.3";"Dialect.at.Level.4";"Highest.qualification";"Occupation..title";"Class..Social.grade";"Class..NS.SEC";"L2..if.bilingual.";"Foreign.languages.spoken";"Part.of.core.set.of.speakers";"No..Utterance.units.linked.to.this.Speaker.ID";"total";"age_numeric";"include";"age_bins"
"206";"S0208";19;"15-24";"19-29";"Female";"British";"Cambridge";"England";"English";"England";"Cambridge";"Leeds, Yorkshire";"England";"2";"uk";"england";"south";"eastern_engl";"Sixth-form";"Student";"E";"* (uncategorised)";"";"French -- advanced";"In core set";5,032;63967;19;TRUE;"10-19"
"207";"S0209";21;"15-24";"19-29";"Female";"British";"Doncaster, Yorkshire";"England";"English";"England";"Yorkshire";"Doncaster";"England";"21";"uk";"england";"north";"yorkshire";"Secondary";"no info";"E";"* (uncategorised)";"";"";"Not in core set";140;1501;21;TRUE;"20-29"
"208";"S0210";20;"15-24";"19-29";"Female";"British";"Cambridge";"England";"English";"England";"Southern";"Cambridge";"England";"20";"uk";"england";"south";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"French -- advanced";"Not in core set";230;2053;20;TRUE;"20-29"
"209";"S0211";22;"15-24";"19-29";"Female";"British";"Newcastle";"England";"English";"England";"Geordie";"Leeds, Yorkshire";"England";"15 months";"uk";"england";"north";"northeast";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";1,798;14901;22;TRUE;"20-29"
"210";"S0212";20;"15-24";"19-29";"Female";"British";"Cambridge";"England";"English";"England";"neutral";"Carcassone";"France";"5 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"no info";"E";"* (uncategorised)";"";"French -- advanced";"Not in core set";502;4167;20;TRUE;"20-29"
"211";"S0213";21;"15-24";"19-29";"Female";"British";"Cambridge";"England";"English";"England";"Southern";"Carcassone";"France";"3";"uk";"england";"south";"unspecified";"Graduate";"no info";"E";"* (uncategorised)";"";"French -- advanced";"Not in core set";91;604;21;TRUE;"20-29"
"212";"S0214";48;"45-59";"40-49";"Male";"British";"Leeds, Yorkshire";"England";"English";"England";"Leeds";"Leeds, Yorkshire";"England";"40";"uk";"england";"north";"yorkshire";"Postgrad";"no info";"E";"* (uncategorised)";"";"";"In core set";147;1833;48;TRUE;"40-49"
"213";"S0215";43;"35-44";"40-49";"Female";"British";"Northern Ireland";"England";"English";"Britain";"South Yorkshire";"Leeds, Yorkshire";"England";"5";"uk";"england";"north";"yorkshire";"Graduate";"Mental health nurse";"B";"2";"";"";"Not in core set";102;581;43;TRUE;"40-49"
"214";"S0216";22;"15-24";"19-29";"Female";"British";"Newcastle";"England";"English";"England";"Geordie";"Leeds, Yorkshire";"England";"4";"uk";"england";"north";"northeast";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";1,14;11012;22;TRUE;"20-29"
"215";"S0217";23;"15-24";"19-29";"Male";"British";"Sunderland, Tyne and Wear";"England";"English";"England";"Geordie";"Sunderland";"England";"23";"uk";"england";"north";"northeast";"Postgrad";"Sales";"D";"6";"";"";"Not in core set";51;427;23;TRUE;"20-29"
"216";"S0218";28;"25-34";"19-29";"Male";"British";"Doncaster, Yorkshire";"England";"English";"England";"Yorkshire";"Leeds, Yorkshire";"England";"2";"uk";"england";"north";"yorkshire";"Postgrad";"no info";"E";"* (uncategorised)";"";"";"In core set";580;3917;28;TRUE;"20-29"
"217";"S0219";22;"15-24";"19-29";"Female";"British";"Sunderland, Tyne and Wear";"England";"English";"England";"Geordie";"Leeds, Yorkshire";"England";"4";"uk";"england";"north";"northeast";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";474;3608;22;TRUE;"20-29"
"218";"S0220";22;"15-24";"19-29";"Female";"British";"Newcastle";"England";"English";"England";"Geordie";"Newcastle";"England";"22";"uk";"england";"north";"northeast";"Postgrad";"Student";"E";"* (uncategorised)";"";"";"In core set";1,379;14393;22;TRUE;"20-29"
"219";"S0221";19;"15-24";"19-29";"Male";"British";"Boston, Lincs";"England";"English";"England";"Northern";"Leeds, Yorkshire";"England";"15 months";"uk";"england";"north";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";1,293;9056;19;TRUE;"10-19"
"220";"S0222";20;"15-24";"19-29";"Female";"British";"Northallerton";"England";"English";"England";"Southern";"Leeds, Yorkshire";"England";"15 months";"uk";"england";"south";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";1,477;11380;20;TRUE;"20-29"
"221";"S0223";42;"35-44";"19-29";"Female";"British";"Doncaster, Yorkshire";"England";"English";"England";"Cambridge";"Cambridge";"England";"10";"uk";"england";"south";"eastern_engl";"Postgrad";"Business owner";"C1";"4";"";"";"Not in core set";120;2449;42;TRUE;"40-49"
"222";"S0224";20;"15-24";"19-29";"Male";"British";"Doncaster, Yorkshire";"England";"English";"England";"Yorkshire";"Leeds, Yorkshire";"England";"1";"uk";"england";"north";"yorkshire";"Sixth-form";"no info";"E";"* (uncategorised)";"";"";"Not in core set";43;856;20;TRUE;"20-29"
"223";"S0225";49;"45-59";"40-49";"Male";"British";"Doncaster, Yorkshire";"England";"English";"England";"Cambridge";"Carcassone";"France";"3";"uk";"england";"south";"eastern_engl";"Postgrad";"self employed";"E";"* (uncategorised)";"";"French -- advanced";"Not in core set";37;229;49;TRUE;"40-49"
"224";"S0227";54;"45-59";"50-59";"Male";"British";"Crayford, Kent";"England";"English";"England";"None indicated";"";"England";"9";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"customer services agent";"C1";"3";"";"French -- intermediate; Spanish -- intermediate";"In core set";7,232;81006;54;TRUE;"50-59"
"225";"S0228";28;"25-34";"19-29";"Male";"British";"Luton";"England";"English";"England/Cyprus";"new wave modern English";"";"England";"20";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"gardener";"C1";"4";"";"";"In core set";1,546;15015;28;TRUE;"20-29"
"226";"S0229";69;"60+";"60-69";"Male";"British";"London";"England";"English";"England";"Southern";"";"England";"69";"uk";"england";"south";"unspecified";"Secondary";"retired";"E";"8";"";"";"In core set";2,997;21996;69;TRUE;"60-69"
"227";"S0230";57;"45-59";"50-59";"Female";"British";"Harlow, Essex";"England";"English";"England";"Southern";"";"England";"40";"uk";"england";"south";"unspecified";"Sixth-form";"care assistant";"D";"6";"";"";"In core set";3,488;23145;57;TRUE;"50-59"
"228";"S0231";36;"35-44";"30-39";"Male";"British";"Chatham, Kent";"England";"English";"England";"Southern";"";"England";"36";"uk";"england";"south";"unspecified";"Secondary";"unemployed";"E";"8";"";"";"Not in core set";813;7613;36;TRUE;"30-39"
"229";"S0232";33;"25-34";"30-39";"Female";"British";"Gillingham, Kent";"England";"English";"England";"Southern";"";"England";"20";"uk";"england";"south";"unspecified";"Secondary";"Full time mum";"E";"8";"";"";"Not in core set";401;6738;33;TRUE;"30-39"
"230";"S0233";27;"25-34";"19-29";"Female";"British";"Welwyn garden city";"England";"English";"England";"South-east";"";"England";"3";"uk";"england";"south";"southeast";"Postgrad";"Grants officer";"C1";"3";"";"";"Not in core set";706;8446;27;TRUE;"20-29"
"231";"S0234";28;"25-34";"19-29";"Male";"British";"Northampton";"England";"English";"England";"None indicated";"";"England";"3";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Postdoctoral research assistant";"A";"01:02";"";"";"In core set";722;8678;28;TRUE;"20-29"
"232";"S0235";27;"25-34";"19-29";"Female";"British";"Dartford";"England";"English";"England";"Kentish/Northern/Poshish";"";"England";"2";"uk";"england";"unspecified";"unspecified";"Postgrad";"Festival producer";"B";"2";"";"";"In core set";4,213;36352;27;TRUE;"20-29"
"233";"S0236";28;"25-34";"19-29";"Male";"British";"Greenwich";"England";"English";"England";"Kentish";"";"England";"2";"uk";"england";"south";"southeast";"Postgrad";"Student";"E";"* (uncategorised)";"";"";"In core set";2,75;15999;28;TRUE;"20-29"
"234";"S0237";21;"15-24";"19-29";"Female";"British";"Croydon";"England";"English";"England";"Southern";"";"England";"20";"uk";"england";"south";"unspecified";"Postgrad";"supervisor - retail";"D";"6";"";"";"Not in core set";902;7875;21;TRUE;"20-29"
"235";"S0238";52;"45-59";"50-59";"Female";"British";"Shipley, West Yorkshire";"England";"English";"England";"Yorkshire";"";"England";"15";"uk";"england";"north";"yorkshire";"Postgrad";"senior lecturer";"A";"01:02";"";"French -- level unspecified; German -- level unspecified; Chinese -- level unspecified";"In core set";2,96;40385;52;TRUE;"50-59"
"236";"S0239";39;"35-44";"30-39";"Female";"British";"Swansea";"England";"English";"Wales";"South Wales";"";"Wales";"32";"uk";"wales";"wales";"wales";"Postgrad";"senior lecturer";"A";"01:02";"";"French -- advanced; Italian -- level unspecified; Welsh -- level unspecified";"In core set";809;8275;39;TRUE;"30-39"
"237";"S0240";55;"45-59";"50-59";"Female";"British";"Littlestone";"England";"English";"England";"Southern";"";"England";"15";"uk";"england";"south";"unspecified";"Graduate";"lecturer";"A";"01:02";"";"French -- level unspecified; Spanish -- level unspecified";"Not in core set";1,247;8597;55;TRUE;"50-59"
"238";"S0241";49;"45-59";"40-49";"Female";"British";"";"England";"English";"England";"North East";"";"England";"37";"uk";"england";"north";"northeast";"Postgrad";"Lecturer";"A";"01:02";"";"Spanish -- level unspecified; German -- level unspecified";"Not in core set";1,206;15117;49;TRUE;"40-49"
"239";"S0242";69;"60+";"60-69";"Male";"British";"Windsor";"England";"English";"England";"None indicated";"";"Germany";"30";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"consultant engineer";"A";"01:02";"";"German -- advanced; Italian -- intermediate";"Not in core set";551;3006;69;TRUE;"60-69"
"240";"S0243";83;"60+";"80-89";"Female";"British";"";"England";"English";"England";"Yorkshire";"";"England";"83";"uk";"england";"north";"yorkshire";"Graduate";"retired primary school teacher";"E";"8";"";"French -- advanced; Spanish -- beginner";"Not in core set";369;3460;83;TRUE;"70+"
"241";"S0244";21;"15-24";"19-29";"Male";"British";"Whitehaven";"England";"English";"England";"Cumbrian";"";"England";"1";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";647;3881;21;TRUE;"20-29"
"242";"S0245";21;"15-24";"19-29";"Male";"British";"Whitehaven";"England";"English";"England";"Cumbrian";"";"England";"21";"uk";"england";"north";"northwest";"Graduate";"unemployed";"E";"8";"";"";"In core set";2,196;11625;21;TRUE;"20-29"
"243";"S0246";21;"15-24";"19-29";"Female";"British";"Whitehaven";"England";"English";"England";"Cumbrian";"";"England";"2";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";2,452;23793;21;TRUE;"20-29"
"244";"S0247";61;"60+";"60-69";"Female";"British";"Liverpool";"England";"English";"England";"Liverpudlian";"";"England";"5";"uk";"england";"north";"liverpool";"Graduate";"EFL teacher";"C1";"3";"";"";"In core set";359;5604;61;TRUE;"60-69"
"245";"S0248";65;"60+";"60-69";"Male";"British";"Hitchin, Herts";"England";"English";"England";"Southern/London";"";"England";"5";"uk";"england";"south";"london";"Sixth-form";"Retired Quantity surveyor";"E";"8";"";"";"Not in core set";363;4271;65;TRUE;"60-69"
"246";"S0249";21;"15-24";"19-29";"Female";"British";"Germany";"Germany";"English";"England";"Cumbrian";"Cleator";"England";"11";"uk";"england";"north";"northwest";"Sixth-form";"";"Unknown";"Unknown";"";"";"In core set";1,191;13219;21;TRUE;"20-29"
"247";"S0250";26;"25-34";"19-29";"Male";"British";"Leicester";"England";"English";"England";"East Midlands";"Liverpool";"England";"8";"uk";"england";"midlands";"e_midlands";"Postgrad";"writer";"B";"2";"";"";"In core set";636;6051;26;TRUE;"20-29"
"248";"S0251";52;"45-59";"50-59";"Female";"British";"North Ferriby, East Yorkshire";"England";"English";"England";"Yorkshire";"";"England";"23";"uk";"england";"north";"yorkshire";"Postgrad";"GCSE Maths Examiner";"C1";"3";"";"";"In core set";4,82;32725;52;TRUE;"50-59"
"249";"S0252";18;"15-24";"Nov 18";"Male";"British";"York";"England";"English";"England";"Yorkshire";"";"England";"18";"uk";"england";"north";"yorkshire";"Sixth-form";"Student";"E";"* (uncategorised)";"";"French -- intermediate";"In core set";3,492;29362;18;TRUE;"10-19"
"250";"S0253";26;"25-34";"19-29";"Male";"British";"Birkenhead";"England";"English";"England";"Merseyside";"";"England";"26";"uk";"england";"north";"liverpool";"Graduate";"English Language teacher";"C1";"3";"";"";"In core set";3,585;44002;26;TRUE;"20-29"
"251";"S0254";26;"25-34";"19-29";"Female";"British";"Birkenhead";"England";"English";"England";"Merseyside";"";"England";"26";"uk";"england";"north";"liverpool";"Graduate";"Assistant psychologist";"A";"01:02";"";"";"In core set";2,245;22832;26;TRUE;"20-29"
"252";"S0255";48;"45-59";"40-49";"Female";"British";"Boston, Lincs";"England";"English";"England";"Boston/London/Peterborough";"";"England";"8";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"account manager - sales";"A";"01:02";"";"French -- beginner";"Not in core set";12,71;130992;48;TRUE;"40-49"
"253";"S0256";23;"15-24";"19-29";"Female";"British";"Grantham";"England";"English";"England";"East Anglia";"";"England";"17";"uk";"england";"south";"eastern_engl";"Sixth-form";"Civil servant";"C1";"3";"";"French -- intermediate";"In core set";2,674;35547;23;TRUE;"20-29"
"254";"S0257";45;"45-59";"40-49";"Female";"British";"Peterborough";"England";"English";"England";"East Anglia";"";"England";"45";"uk";"england";"south";"eastern_engl";"Secondary";"Head of admin and HR";"A";"01:01";"";"German -- intermediate";"In core set";3,524;41046;45;TRUE;"40-49"
"255";"S0258";31;"25-34";"30-39";"Female";"British";"Essex";"England";"English";"England";"Essex";"";"England";"7";"uk";"england";"south";"southeast";"Graduate";"Accountant";"C1";"3";"";"";"Not in core set";1,282;8776;31;TRUE;"30-39"
"256";"S0259";42;"35-44";"40-49";"Female";"British";"Peterborough";"England";"English";"England";"East Anglia";"";"England";"42";"uk";"england";"south";"eastern_engl";"Sixth-form";"Cleaner";"D";"7";"";"";"In core set";1,772;15354;42;TRUE;"40-49"
"257";"S0260";80;"60+";"80-89";"Female";"British";"Peterborough";"England";"English";"England";"East Anglia";"";"England";"80";"uk";"england";"south";"eastern_engl";"Secondary";"retired";"E";"8";"";"";"Not in core set";844;6822;80;TRUE;"70+"
"258";"S0261";41;"35-44";"40-49";"Male";"British/New Zealand";"Wellington";"New Zealand";"English";"England/NZ";"Kiwi English";"";"England";"3 months";"non_uk";"non_uk";"non_uk";"non_uk";"Graduate";"Entrepreneur";"A";"01:02";"";"";"Not in core set";4,699;62528;41;TRUE;"40-49"
"259";"S0262";41;"35-44";"40-49";"Female";"British";"Dorchester";"England";"English";"England";"South of England";"";"England";"2 months";"uk";"england";"south";"unspecified";"Postgrad";"teacher";"B";"2";"";"French -- level unspecified; German -- level unspecified";"In core set";17,403;169739;41;TRUE;"40-49"
"260";"S0263";39;"35-44";"30-39";"Female";"British";"Hastings";"England";"English";"England";"Southern";"";"France";"10";"uk";"england";"south";"unspecified";"Postgrad";"teacher";"B";"2";"";"French -- advanced";"Not in core set";270;3032;39;TRUE;"30-39"
"261";"S0264";60;"60+";"60-69";"Male";"British";"Crickhowell";"England";"English";"England";"South Wales/Midlands";"";"England";"23";"uk";"unspecified";"unspecified";"unspecified";"Postgrad";"tutorial fellow";"A";"01:02";"";"French -- intermediate; Dutch -- intermediate";"Not in core set";720;11066;60;TRUE;"60-69"
"262";"S0265";56;"45-59";"50-59";"Male";"British";"Harworth, Nottinghamshire";"England";"English";"England";"East Midlands";"";"England";"22";"uk";"england";"midlands";"e_midlands";"Graduate";"technical analyst";"A";"01:02";"";"";"In core set";453;4428;56;TRUE;"50-59"
"263";"S0266";62;"60+";"60-69";"Female";"British";"Almondsbury, Gloucestershire";"England";"English";"England";"neutral";"Dursley";"England";"25";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Retired EFL teacher";"E";"8";"";"";"Not in core set";2,248;17787;62;TRUE;"60-69"
"264";"S0267";63;"60+";"60-69";"Female";"British";"Bristol";"England";"English";"Zambia";"neutral";"";"England";"29";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"PA secretary";"C1";"3";"";"German -- Beginner";"Not in core set";534;6414;63;TRUE;"60-69"
"265";"S0268";67;"60+";"60-69";"Male";"British";"Ramsgate";"England";"English";"England";"Southern";"Dursley";"England";"7";"uk";"england";"south";"unspecified";"Graduate";"Retired teacher";"E";"8";"";"Arabic -- Beginner";"Not in core set";1,61;14070;67;TRUE;"60-69"
"266";"S0269";74;"60+";"70-79";"Male";"British";"Manchester";"England";"English";"England";"Northern";"Dursley";"England";"23";"uk";"england";"north";"unspecified";"Graduate";"Retired company director";"E";"8";"";"";"Not in core set";1,05;9767;74;TRUE;"70+"
"267";"S0270";66;"60+";"60-69";"Female";"British";"Berkeley";"England";"English";"England";"Gloucestershire";"Dursley";"England";"35";"uk";"england";"south";"southwest";"Graduate";"teacher";"B";"2";"";"";"Not in core set";777;8352;66;TRUE;"60-69"
"268";"S0271";68;"60+";"60-69";"Female";"British";"High Wycombe";"England";"English";"England";"Buckinghamshire/Devon";"Northnibley";"England";"31";"uk";"england";"south";"unspecified";"Secondary";"school administrator";"C1";"3";"";"";"In core set";912;9912;68;TRUE;"60-69"
"269";"S0272";56;"45-59";"50-59";"Female";"British";"Farnborough, Kent";"England";"English";"England";"Southern";"Wooten-under-edge";"England";"23";"uk";"england";"south";"unspecified";"Sixth-form";"education liaison manager";"A";"01:02";"";"";"Not in core set";357;7918;56;TRUE;"50-59"
"270";"S0273";60;"60+";"60-69";"Female";"British";"Liverpool";"England";"English";"England";"Liverpudlian";"Dursley";"England";"23";"uk";"england";"north";"liverpool";"Postgrad";"retired teacher";"E";"8";"";"";"Not in core set";271;4397;60;TRUE;"60-69"
"271";"S0274";26;"25-34";"19-29";"Male";"British";"Liverpool";"England";"English";"England";"Liverpudlian";"Birkenhead";"England";"20";"uk";"england";"north";"liverpool";"Postgrad";"social worker";"B";"2";"";"";"Not in core set";590;8796;26;TRUE;"20-29"
"272";"S0275";20;"15-24";"19-29";"Female";"British";"London";"England";"English";"England";"West London";"London";"England";"1";"uk";"england";"south";"london";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";1,119;14643;20;TRUE;"20-29"
"273";"S0276";19;"15-24";"19-29";"Female";"British";"Phillipines";"England";"English";"England";"Lincolnshire";"London";"England";"1";"uk";"england";"midlands";"e_midlands";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";1,018;10038;19;TRUE;"10-19"
"274";"S0278";66;"60+";"60-69";"Male";"British";"Middlesex";"England";"English";"England";"None indicated";"";"England";"9";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"proprietor";"A";"01:01";"";"";"In core set";8,214;106913;66;TRUE;"60-69"
"275";"S0280";46;"45-59";"40-49";"Female";"British";"Croydon";"England";"English";"England";"Mixed";"";"Sweden";"14";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"communications strategist";"A";"01:02";"Swedish";"Japanese -- level unspecified";"Not in core set";165;1025;46;TRUE;"40-49"
"276";"S0281";65;"60+";"60-69";"Male";"British";"Brighton";"England";"English";"England";"RP";"";"England";"30";"uk";"england";"unspecified";"unspecified";"Graduate";"teacher";"B";"2";"";"French -- level unspecified";"In core set";4,131;46366;65;TRUE;"60-69"
"277";"S0282";55;"45-59";"50-59";"Female";"British";"Stratford-upon-Avon";"England";"English";"England";"RP";"";"England";"2";"uk";"england";"unspecified";"unspecified";"Postgrad";"self employed";"E";"* (uncategorised)";"";"French -- level unspecified";"Not in core set";4,948;61133;55;TRUE;"50-59"
"278";"S0283";48;"45-59";"40-49";"Male";"British";"London";"England";"English";"England";"RP";"";"England";"2";"uk";"england";"unspecified";"unspecified";"Postgrad";"Civil servant";"C1";"3";"";"";"Not in core set";570;7217;48;TRUE;"40-49"
